sep=;
304,0885314941;-121,5570373535;
304,7894897461;-121,6323471069;
305,4920349121;-121,6944885254;
306,1963806152;-121,7405319214;
306,9021911621;-121,7865600586;
307,6096191406;-121,8325958252;
308,3188476563;-121,8786392212;
309,0295410156;-121,8939132690;
309,7418823242;-121,8927154541;
310,4560241699;-121,8915176392;
311,1716613770;-121,8903198242;
311,8889160156;-121,8891220093;
312,6078491211;-121,8453674316;
313,3286132813;-121,7971115112;
314,0508422852;-121,7488708496;
314,7747497559;-121,7006301880;
315,5005187988;-121,6474990845;
316,2277526855;-121,5759887695;
316,9566955566;-121,5044784546;
317,6874694824;-121,4329605103;
318,4197692871;-121,3614501953;
319,1537475586;-121,2941589355;
319,8895874023;-121,2301177979;
320,6269531250;-121,1660919189;
321,3660278320;-121,1020584106;
322,1068115234;-121,0380249023;
322,8494567871;-120,9990768433;
323,5936584473;-120,9609375000;
324,3395690918;-120,9227981567;
325,0873718262;-120,8846511841;
325,8367004395;-120,8537902832;
326,5877990723;-120,8329086304;
327,3407592773;-120,8120193481;
328,0953063965;-120,7911376953;
328,8515930176;-120,7702560425;
329,6096191406;-120,7136383057;
330,3695678711;-120,6539230347;
331,1311035156;-120,5942230225;
331,8943786621;-120,5345230103;
332,6596069336;-120,4093627930;
333,4264221191;-120,2093658447;
334,1949768066;-120,0093765259;
334,9655151367;-119,8093338013;
335,7376403809;-119,5991210938;
336,5115356445;-119,2207565308;
337,2873840332;-118,8423156738;
338,0648803711;-118,4639434814;
338,8441467285;-118,0855789185;
339,6251831055;-117,6473922729;
340,4082336426;-117,1824951172;
341,1929016113;-116,7177047729;
341,9793701172;-116,2529296875;
342,7678527832;-115,7962188721;
343,5579528809;-115,3535156250;
344,3498840332;-114,9108047485;
345,1438293457;-114,4679870605;
345,9393920898;-114,0331573486;
346,7368164063;-113,6756210327;
347,5360717773;-113,3180999756;
348,3373718262;-112,9604797363;
349,1402893066;-112,6029663086;
349,9450988770;-112,3440856934;
350,7519226074;-112,1018676758;
351,5604553223;-111,8596954346;
352,3708190918;-111,6175308228;
353,1832580566;-111,4607620239;
353,9973754883;-111,3482208252;
354,8133544922;-111,2356796265;
355,6314086914;-111,1231155396;
356,4511718750;-111,0793457031;
357,2728271484;-111,1034622192;
358,0963439941;-111,1275711060;
358,9219970703;-111,1516952515;
359,7493286133;-111,2297973633;
360,5785827637;-111,3935623169;
361,4099426270;-111,5573654175;
362,2430114746;-111,7211303711;
363,0780029297;-111,9275360107;
363,9151306152;-112,2295455933;
364,7539672852;-112,5314788818;
365,5947570801;-112,8334197998;
366,4374694824;-113,1695785522;
367,2823486328;-113,5990524292;
368,1289672852;-114,0284194946;
368,9775390625;-114,4577865601;
369,8282470703;-114,9125289917;
370,6807250977;-115,4369201660;
371,5351867676;-115,9613265991;
372,3917846680;-116,4858398438;
373,2501831055;-117,0166473389;
374,1105346680;-117,5624084473;
374,9729003906;-118,1081848145;
375,8374328613;-118,6540756226;
376,7037658691;-119,1665267944;
377,5721130371;-119,6221237183;
378,4426574707;-120,0778121948;
379,3149719238;-120,5333862305;
380,1893310547;-120,9128875732;
381,0658874512;-121,2081375122;
381,9442749023;-121,5033264160;
382,8247070313;-121,7985229492;
383,7073364258;-122,0174255371;
384,5918273926;-122,1882934570;
385,4783325195;-122,3591613770;
386,3668823242;-122,5300292969;
387,2576904297;-122,6578979492;
388,1503601074;-122,7741317749;
389,0450744629;-122,8903732300;
389,9420471191;-123,0066375732;
390,8409118652;-123,1044006348;
391,7418212891;-123,2020645142;
392,6450195313;-123,2997512817;
393,5501098633;-123,3979873657;
394,4572753906;-123,4980621338;
395,3665161133;-123,5981292725;
396,2780761719;-123,6982269287;
397,1915283203;-123,8155822754;
398,1070861816;-123,9497604370;
399,0249633789;-124,0839691162;
399,9447631836;-124,2181549072;
400,8666381836;-124,4038467407;
401,7908935547;-124,6016464233;
402,7170410156;-124,7993927002;
403,6453552246;-125,0062866211;
404,5759887695;-125,2669067383;
405,5085754395;-125,5274734497;
406,4432983398;-125,7880325317;
407,3801879883;-126,0574111938;
408,3194580078;-126,3352813721;
409,2606506348;-126,6130828857;
410,2040100098;-126,8908843994;
411,1498107910;-127,1234893799;
412,0975341797;-127,3513870239;
413,0474548340;-127,5792922974;
413,9997863770;-127,7816772461;
414,9540710449;-127,9327163696;
415,9105834961;-128,0837554932;
416,8692626953;-128,2348022461;
417,8304138184;-128,3549194336;
418,7935485840;-128,4666442871;
419,7588806152;-128,5783691406;
420,7266845703;-128,6945495605;
421,6965026855;-128,8226165771;
422,6685485840;-128,9506835938;
423,6430664063;-129,0787811279;
424,6195983887;-129,2331085205;
425,5983581543;-129,3947296143;
426,5796203613;-129,5563812256;
427,5629272461;-129,7156219482;
428,5484924316;-129,8698577881;
429,5363159180;-130,0240783691;
430,5266723633;-130,1783294678;
431,5190734863;-130,2673645020;
432,5137634277;-130,3482208252;
433,5109558105;-130,4290924072;
434,5102233887;-130,4543914795;
435,5118103027;-130,4201202393;
436,5159301758;-130,3858184814;
437,5221252441;-130,3381195068;
438,5306701660;-130,1731872559;
439,5415039063;-130,0082855225;
440,5549316406;-129,8433227539;
441,5704345703;-129,6240844727;
442,5882873535;-129,3866577148;
443,6087341309;-129,1491851807;
444,6312561035;-128,9322357178;
445,6561889648;-128,7434234619;
446,6836853027;-128,5545654297;
447,7133178711;-128,3812408447;
448,7453308105;-128,3229980469;
449,7799682617;-128,2647399902;
450,8167419434;-128,2064971924;
451,8559265137;-128,2756805420;
452,8974609375;-128,3689727783;
453,9416809082;-128,4622955322;
454,9880371094;-128,6307373047;
456,0368347168;-128,8519134521;
457,0882873535;-129,0731506348;
458,1419067383;-129,3186492920;
459,1979370117;-129,6076660156;
460,2566833496;-129,8967590332;
461,3175964355;-130,1838378906;
462,3809814453;-130,4602355957;
463,4468078613;-130,7366180420;
464,5153198242;-131,0130767822;
465,5860900879;-131,2079010010;
466,6592712402;-131,4003601074;
467,7352294922;-131,5928649902;
468,8133850098;-131,6930084229;
469,8940429688;-131,7719879150;
470,9774169922;-131,8509826660;
472,0630798340;-131,8829498291;
473,1512145996;-131,8925781250;
474,2421264648;-131,9022064209;
475,3352661133;-131,9168548584;
476,4309692383;-131,9354095459;
477,5291748047;-131,9539489746;
478,6301574707;-131,9895477295;
479,7334289551;-132,0441131592;
480,8392639160;-132,0986785889;
481,9479064941;-132,1397094727;
483,0588073730;-132,1608123779;
484,1723022461;-132,1819000244;
485,2886352539;-132,1530151367;
486,4072570801;-132,0339355469;
487,5284423828;-131,9148559570;
488,6522521973;-131,7560577393;
489,7788696289;-131,5165405273;
490,9078674316;-131,2770690918;
492,0394287109;-131,0369720459;
493,1738891602;-130,7955169678;
494,3106994629;-130,5541076660;
495,4501037598;-130,3447723389;
496,5924377441;-130,1977386475;
497,7371215820;-130,0507354736;
498,8844299316;-129,9602355957;
500,0343933105;-129,9638671875;
501,1872863770;-129,9674987793;
502,3425598145;-130,0447998047;
503,5004882813;-130,2194976807;
504,6613769531;-130,3942260742;
505,8246459961;-130,6317749023;
506,9906311035;-130,9306488037;
508,1595458984;-131,2295989990;
509,3309020996;-131,4509124756;
510,5049438477;-131,6207885742;
511,6819763184;-131,7907104492;
512,8614501953;-131,5268096924;
514,0436401367;-131,0904998779;
515,2285156250;-130,6542053223;
516,4164428711;-129,7628631592;
517,6068115234;-128,7907562256;
518,7999267578;-127,8186416626;
519,9960937500;-126,8145217896;
521,1947021484;-125,8106765747;
522,3961181641;-124,8416976929;
523,6005859375;-124,0411529541;
524,8074951172;-123,2408218384;
526,0172119141;-122,5333938599;
527,2297363281;-121,9905776978;
528,4453125000;-121,4476394653;
529,6633911133;-121,0557632446;
530,8843383789;-120,7787246704;
532,1083374023;-120,5016326904;
533,3348999023;-120,4360733032;
534,5642700195;-120,4257659912;
535,7967529297;-120,4249649048;
537,0317993164;-120,6828155518;
538,2697143555;-120,9406814575;
539,5107421875;-121,2780227661;
540,7543945313;-121,8047485352;
542,0008544922;-122,3314437866;
543,2501831055;-123,0057220459;
544,5027465820;-123,7904129028;
545,7578735352;-124,5749053955;
547,0158691406;-125,5306320190;
548,2770385742;-126,5129547119;
549,5408935547;-127,4980773926;
550,8076171875;-128,4967651367;
552,0775756836;-129,4956970215;
553,3501586914;-130,3840332031;
554,6256713867;-131,1641998291;
555,9041137695;-131,9443664551;
557,1857910156;-132,5108642578;
558,4701538086;-133,0391082764;
559,7575073242;-133,5321197510;
561,0480957031;-133,8913574219;
562,3413085938;-134,2505035400;
563,6375732422;-134,5739746094;
564,9370727539;-134,8721313477;
566,2393188477;-135,1702117920;
567,5445556641;-135,5162048340;
568,8530883789;-135,8634490967;
570,1643066406;-136,2549133301;
571,4785766602;-136,7177429199;
572,7958984375;-137,1805877686;
574,1165161133;-137,7456512451;
575,4399414063;-138,3352355957;
576,7663574219;-138,9321746826;
578,0961303711;-139,5522460938;
579,4287109375;-140,1721801758;
580,7643432617;-140,5316619873;
582,1033325195;-140,7775878906;
583,4451293945;-140,9166564941;
584,7900390625;-140,5114440918;
586,1380004883;-140,1062469482;
587,4894409180;-139,5908813477;
588,8436279297;-139,0154418945;
590,2009277344;-138,4544372559;
591,5617065430;-137,9799194336;
592,9253540039;-137,5055084229;
594,2920532227;-137,1581115723;
595,6622924805;-136,8777008057;
597,0353393555;-136,6448364258;
598,4114990234;-136,6285095215;
599,7912597656;-136,6121826172;
601,1738281250;-136,8329620361;
602,5595703125;-137,1462860107;
603,9484863281;-137,5789794922;
605,3409423828;-138,3307342529;
606,7363281250;-139,0823364258;
608,1348876953;-140,3614959717;
609,5369873047;-141,7418975830;
610,9420166016;-142,5770721436;
612,3502807617;-142,6596832275;
613,7621459961;-142,7274627686;
615,1769409180;-141,7497711182;
616,5949707031;-140,7720947266;
618,0162353516;-140,1298065186;
619,4411621094;-139,6920623779;
620,8690185547;-139,3151550293;
622,3001708984;-139,1291809082;
623,7349243164;-138,9431610107;
625,1726684570;-138,8012695313;
626,6137695313;-138,6656951904;
628,0584716797;-138,5145111084;
629,5062255859;-138,3490295410;
630,9572753906;-138,1807708740;
632,4120483398;-137,9996643066;
633,8697509766;-137,8186035156;
635,3308715820;-137,6486206055;
636,7953491211;-137,4805908203;
638,2636108398;-137,3297424316;
639,7348022461;-137,1939086914;
641,2094726563;-137,0695800781;
642,6878662109;-136,9837188721;
644,1693115234;-136,8978576660;
645,6541137695;-136,8705749512;
647,1427612305;-136,8471069336;
648,6344604492;-136,8638610840;
650,1296386719;-136,9014129639;
651,6282348633;-136,9558258057;
653,1306152344;-137,0364837646;
654,6361694336;-137,1185455322;
656,1451416016;-137,2097473145;
657,6579589844;-137,3009643555;
659,1738891602;-137,3653869629;
660,6933593750;-137,4265136719;
662,2166748047;-137,4496154785;
663,7431030273;-137,4529418945;
665,2730712891;-137,4369049072;
666,8065795898;-137,3958740234;
668,3439941406;-137,3566436768;
669,8845825195;-137,3236541748;
671,4287109375;-137,2926177979;
672,9767456055;-137,3317413330;
674,5280151367;-137,3708343506;
676,0828857422;-137,5122222900;
677,6416625977;-137,6732177734;
679,2036743164;-137,9235992432;
680,7692871094;-138,2195129395;
682,3388671875;-138,5718536377;
683,9116821289;-138,9812927246;
685,4881591797;-139,4253997803;
687,0682983398;-139,9365234375;
688,6524047852;-140,4630889893;
690,2398071289;-141,0522460938;
691,8308105469;-141,6272583008;
693,4259643555;-141,9895324707;
695,0243530273;-142,3516998291;
696,6264038086;-142,1695861816;
698,2325439453;-141,9518280029;
699,8420410156;-141,5996856689;
701,4552001953;-141,2191009521;
703,0721435547;-140,9301605225;
704,6931762695;-140,6764526367;
706,3175048828;-140,5008544922;
707,9456176758;-140,3712463379;
709,5778808594;-140,2894592285;
711,2135009766;-140,2474670410;
712,8529052734;-140,2556762695;
714,4964599609;-140,3197784424;
716,1434326172;-140,4440460205;
717,7941894531;-140,6549224854;
719,4491577148;-140,9009552002;
721,1075439453;-141,2102050781;
722,7697753906;-141,4726409912;
724,4357910156;-141,6322937012;
726,1060791016;-141,7004241943;
727,7797851563;-141,5316619873;
729,4573974609;-141,3383941650;
731,1392211914;-141,0730285645;
732,8245239258;-140,8308715820;
734,5137329102;-140,6624603271;
736,2072753906;-140,5096435547;
737,9042968750;-140,4083557129;
739,6052246094;-140,2983093262;
741,3100585938;-140,1598968506;
743,0192260742;-140,0125274658;
744,7319335938;-139,8382110596;
746,4486083984;-139,6861724854;
748,1696166992;-139,5944976807;
749,8942260742;-139,5687103271;
751,6227416992;-139,6964721680;
753,3557128906;-139,9464721680;
755,0922851563;-140,4341125488;
756,8328247070;-141,1298522949;
758,5777587891;-142,1545867920;
760,3263549805;-143,3958129883;
762,0789794922;-144,9079132080;
763,8356323242;-145,7897033691;
765,5967407227;-146,0657348633;
767,3614501953;-146,0140533447;
769,1303100586;-145,7290191650;
770,9036254883;-145,1128997803;
772,6806030273;-144,3313903809;
774,4616699219;-143,4042816162;
776,2473144531;-142,4303131104;
778,0366210938;-141,8608245850;
779,8300170898;-141,3587341309;
781,6276245117;-141,2228088379;
783,4297485352;-141,1033477783;
785,2355957031;-141,0186004639;
787,0455932617;-140,8874816895;
788,8602294922;-140,5758666992;
790,6786499023;-140,2411041260;
792,5012207031;-139,8605651855;
794,3284301758;-139,5516662598;
796,1593627930;-139,3216094971;
797,9945678711;-139,2366333008;
799,8344726563;-139,2388763428;
801,6781616211;-139,4440765381;
803,5260620117;-139,7063446045;
805,3782348633;-140,2221069336;
807,2351684570;-140,7725982666;
809,0958862305;-141,4727783203;
810,9609375000;-142,1036987305;
812,8306884766;-142,5687408447;
814,7042846680;-142,8291931152;
816,5822753906;-142,8692169189;
818,4649658203;-142,9185485840;
820,3516235352;-142,9723205566;
822,2425537109;-143,1884613037;
824,1378784180;-143,4313354492;
826,0380249023;-143,7164001465;
827,9421386719;-143,9607238770;
829,8505859375;-144,1112976074;
831,7639160156;-144,1388092041;
833,6812133789;-144,0555572510;
835,6029052734;-143,8273925781;
837,5294799805;-143,5527496338;
839,4600219727;-143,3052062988;
841,3950195313;-143,1203460693;
843,3349609375;-143,1328430176;
845,2789306641;-143,2873382568;
847,2273559570;-143,5877532959;
849,1802978516;-143,6422271729;
851,1381835938;-143,6007537842;
853,1000976563;-142,7778930664;
855,0665893555;-141,9470825195;
857,0380249023;-141,0969848633;
859,0135498047;-140,4044799805;
860,9936523438;-139,8297576904;
862,9787597656;-139,4832305908;
864,9680175781;-139,2051849365;
866,9617919922;-139,0986938477;
868,9602050781;-139,0347442627;
870,9636840820;-139,0222625732;
872,9713134766;-139,0169372559;
874,9835815430;-139,0166168213;
877,0009765625;-139,0514831543;
879,0225219727;-139,1244812012;
881,0487670898;-139,2564392090;
883,0800781250;-139,4408416748;
885,1156616211;-139,6440887451;
887,1559448242;-139,8184967041;
889,2008666992;-139,9406738281;
891,2510375977;-139,9815826416;
893,3054199219;-139,9092407227;
895,3645629883;-139,7892456055;
897,4289550781;-139,5950469971;
899,4975585938;-139,4111175537;
901,5709838867;-139,2398376465;
903,6496582031;-139,1555938721;
905,7326660156;-139,1208190918;
907,8204345703;-139,2175903320;
909,9135131836;-139,4186859131;
912,0109252930;-139,7024078369;
914,1131591797;-140,1436309814;
916,2202758789;-140,6099395752;
918,3327026367;-141,1071166992;
920,4495239258;-141,4966125488;
922,5712280273;-141,8252716064;
924,6983642578;-142,0142669678;
926,8298339844;-142,1989898682;
928,9662475586;-142,3800048828;
931,1080932617;-142,5524291992;
933,2543334961;-142,6764678955;
935,4055786133;-142,7154541016;
937,5617675781;-142,6441802979;
939,7233886719;-142,5277099609;
941,8895263672;-142,3570404053;
944,0606689453;-142,1653289795;
946,2373046875;-141,9639282227;
948,4184570313;-141,7809448242;
950,6046142578;-141,6585388184;
952,7963867188;-141,5888671875;
954,9926147461;-141,6751403809;
957,1939697266;-141,7698516846;
959,4008789063;-141,8724670410;
961,6123657227;-141,7604064941;
963,8289794922;-141,5745391846;
966,0506591797;-141,3024291992;
968,2780151367;-141,1580352783;
970,5099487305;-141,1126708984;
972,7470092773;-141,2241058350;
974,9898071289;-141,4274749756;
977,2372436523;-141,6320037842;
979,4898681641;-141,7891693115;
981,7481689453;-141,8840942383;
984,0111694336;-141,9860382080;
986,2794189453;-142,1433868408;
988,5528564453;-142,4256744385;
990,8320922852;-142,7368316650;
993,1160278320;-143,0422515869;
995,4052124023;-143,1001281738;
997,7002563477;-143,0210113525;
1000,0000000000;-142,3137054443;
1002,3050537109;-142,1725769043;
1004,6160278320;-142,0600433350;
1006,9317016602;-141,9525604248;
1009,2527465820;-141,7968444824;
1011,5797119141;-141,5539703369;
1013,9114990234;-141,2181701660;
1016,2485961914;-140,8227691650;
1018,5911254883;-140,4267883301;
1020,9396362305;-140,0930175781;
1023,2929687500;-139,8694763184;
1025,6517333984;-139,7787475586;
1028,0164794922;-139,8172149658;
1030,3861083984;-139,9609069824;
1032,7612304688;-140,1780242920;
1035,1424560547;-140,4437713623;
1037,5284423828;-140,7451934814;
1039,9200439453;-141,0559997559;
1042,3171386719;-141,3103485107;
1044,7203369141;-141,4207458496;
1047,1285400391;-141,3419189453;
1049,5422363281;-141,1104888916;
1051,9620361328;-140,8152618408;
1054,3868408203;-140,5521392822;
1056,8173828125;-140,4000396729;
1059,2539062500;-140,4129791260;
1061,6955566406;-140,6133270264;
1064,1429443359;-140,9804992676;
1066,5964355469;-141,4413146973;
1069,0549316406;-141,8849639893;
1071,5192871094;-142,2205657959;
1073,9891357422;-142,4281158447;
1076,4653320313;-142,5366668701;
1078,9466552734;-142,5733184814;
1081,4337158203;-142,5713653564;
1083,9271240234;-142,5969696045;
1086,4256591797;-142,7247467041;
1088,9299316406;-142,9915924072;
1091,4405517578;-143,3763122559;
1093,9564208984;-143,8018798828;
1096,4781494141;-144,1502075195;
1099,0056152344;-144,3007354736;
1101,5394287109;-144,2056884766;
1104,0786132813;-143,9252929688;
1106,6235351563;-143,6112213135;
1109,1750488281;-143,2102966309;
1111,7316894531;-142,8057098389;
1114,2943115234;-142,4230804443;
1116,8635253906;-142,0822601318;
1119,4379882813;-141,7920379639;
1122,0183105469;-141,5588226318;
1124,6052246094;-141,3956604004;
1127,1976318359;-141,3164215088;
1129,7958984375;-141,3196716309;
1132,4001464844;-141,3724212646;
1135,0109863281;-141,4042510986;
1137,6273193359;-141,3325347900;
1140,2496337891;-141,1234130859;
1142,8785400391;-140,8230438232;
1145,5129394531;-140,5124206543;
1148,1534423828;-140,2512664795;
1150,8006591797;-140,0112152100;
1153,4533691406;-139,9266967773;
1156,1121826172;-139,9629974365;
1158,7770996094;-140,0526123047;
1161,4487304688;-140,1753540039;
1164,1259765625;-140,3133850098;
1166,8093261719;-140,4628601074;
1169,4996337891;-140,6381530762;
1172,1954345703;-140,8625488281;
1174,8973388672;-141,1515045166;
1177,6062011719;-141,4985961914;
1180,3206787109;-141,8720550537;
1183,0413818359;-142,2252197266;
1185,7684326172;-142,5168762207;
1188,5023193359;-142,7253265381;
1191,2419433594;-142,8497467041;
1193,9877929688;-142,9182891846;
1196,7407226563;-142,9264984131;
1199,4992675781;-142,8854522705;
1202,2642822266;-142,7755126953;
1205,0361328125;-142,5966033936;
1207,8138427734;-142,3870239258;
1210,5980224609;-142,1847229004;
1213,3891601563;-141,9992370605;
1216,1861572266;-141,8263854980;
1218,9895019531;-141,6814422607;
1221,7993164063;-141,6097259521;
1224,6163330078;-141,7797241211;
1227,4392089844;-142,3178710938;
1230,2685546875;-142,9328155518;
1233,1051025391;-143,7113800049;
1235,9475097656;-144,5628967285;
1238,7963867188;-145,2545013428;
1241,6525878906;-145,4011077881;
1244,5146484375;-144,8473815918;
1247,3834228516;-143,3488311768;
1250,2586669922;-141,9424591064;
1253,1413574219;-141,2085418701;
1256,0299072266;-140,7126312256;
1258,9251708984;-140,4797210693;
1261,8277587891;-140,5121002197;
1264,7363281250;-140,7833862305;
1267,6516113281;-141,4674835205;
1270,5743408203;-142,1143188477;
1273,5031738281;-142,2657775879;
1276,4385986328;-142,1452331543;
1279,3815917969;-141,8408203125;
1282,3306884766;-141,4880981445;
1285,2866210938;-141,1930847168;
1288,2492675781;-140,9726104736;
1291,2194824219;-140,9588623047;
1294,1958007813;-141,0292510986;
1297,1790771484;-141,1094512939;
1300,1697998047;-141,1824645996;
1303,1667480469;-141,3334655762;
1306,1706542969;-141,6378326416;
1309,1822509766;-141,9890747070;
1312,1999511719;-142,4185485840;
1315,2247314453;-142,8144531250;
1318,2563476563;-143,0115814209;
1321,2957763672;-142,7234497070;
1324,3414306641;-142,1186828613;
1327,3941650391;-141,7424468994;
1330,4545898438;-141,4892883301;
1333,5214843750;-141,3770751953;
1336,5953369141;-141,4720306396;
1339,6770019531;-141,7936096191;
1342,7650146484;-142,1126251221;
1345,8602294922;-142,4386444092;
1348,9632568359;-142,6891479492;
1352,0727539063;-142,4908599854;
1355,1893310547;-142,0738830566;
1358,3131103516;-141,5696105957;
1361,4448242188;-141,0916900635;
1364,5831298828;-140,5864105225;
1367,7285156250;-140,3378601074;
1370,8820800781;-140,3141021729;
1374,0419921875;-140,3612670898;
1377,2092285156;-140,5150146484;
1380,3846435547;-140,7397613525;
1383,5665283203;-140,9520111084;
1386,7557373047;-141,2204132080;
1389,9522705078;-141,6882324219;
1393,1569824219;-142,1402282715;
1396,3682861328;-142,3814697266;
1399,5870361328;-142,5895385742;
1402,8139648438;-142,8997344971;
1406,0474853516;-143,2205352783;
1409,2885742188;-143,4018707275;
1412,5378417969;-143,5716552734;
1415,7938232422;-143,6520843506;
1419,0573730469;-143,6633148193;
1422,3292236328;-143,6378021240;
1425,6077880859;-143,4641723633;
1428,8939208984;-143,1155242920;
1432,1876220703;-142,7823333740;
1435,4896240234;-142,2164764404;
1438,7985839844;-141,6629486084;
1442,1151123047;-141,3262786865;
1445,4400634766;-140,9185791016;
1448,7718505859;-140,6540679932;
1452,1114501953;-140,6013336182;
1455,4594726563;-140,6616973877;
1458,8143310547;-140,9829711914;
1462,1770019531;-141,5095367432;
1465,5474853516;-141,9437408447;
1468,9265136719;-142,5976562500;
1472,3125000000;-143,2013854980;
1475,7061767578;-143,5716552734;
1479,1086425781;-144,2201232910;
1482,5180664063;-145,1390380859;
1485,9354248047;-145,9895172119;
1489,3614501953;-147,4606475830;
1492,7945556641;-148,5372314453;
1496,2354736328;-147,9818572998;
1499,6853027344;-146,7936248779;
1503,1420898438;-146,0413665771;
1506,6069335938;-145,2157745361;
1510,0798339844;-144,6696929932;
1513,5615234375;-144,4497680664;
1517,0502929688;-144,3029632568;
1520,5472412109;-144,2351531982;
1524,0531005859;-144,1287994385;
1527,5661621094;-143,7756347656;
1531,0872802734;-143,2671661377;
1534,6173095703;-142,5842895508;
1538,1547851563;-141,8856353760;
1541,7003173828;-141,4950408936;
1545,2540283203;-141,1029510498;
1548,8167724609;-140,8648223877;
1552,3869628906;-140,7180786133;
1555,9653320313;-140,6203918457;
1559,5527343750;-140,6041717529;
1563,1477050781;-140,6913299561;
1566,7508544922;-140,8949890137;
1570,3631591797;-141,1707916260;
1573,9829101563;-141,4163055420;
1577,6110839844;-141,5615997314;
1581,2475585938;-141,6284942627;
1584,8933105469;-141,6308288574;
1588,5466308594;-141,6331939697;
1592,2083740234;-141,7418518066;
1595,8793945313;-142,1562347412;
1599,5579833984;-142,9049377441;
1603,2451171875;-143,9487609863;
1606,9415283203;-145,0620574951;
1610,6457519531;-145,9292449951;
1614,3583984375;-146,5248870850;
1618,0804443359;-146,6819458008;
1621,8101806641;-146,5210418701;
1625,5485839844;-146,0102844238;
1629,2956542969;-145,2129974365;
1633,0521240234;-144,4002990723;
1636,8165283203;-143,7279663086;
1640,5894775391;-143,2539825439;
1644,3720703125;-142,9782562256;
1648,1624755859;-142,7969970703;
1651,9615478516;-142,6487579346;
1655,7703857422;-142,4885101318;
1659,5870361328;-142,3084869385;
1663,4124755859;-142,1315002441;
1667,2468261719;-141,9590606689;
1671,0908203125;-141,7848205566;
1674,9427490234;-141,6442871094;
1678,8035888672;-141,5831298828;
1682,6743164063;-141,6509857178;
1686,5529785156;-141,8103942871;
1690,4406738281;-142,0300598145;
1694,3381347656;-142,3066406250;
1698,2437744141;-142,4911193848;
1702,1583251953;-142,7445220947;
1706,0828857422;-143,1091461182;
1710,0155029297;-143,5134582520;
1713,9571533203;-143,8416900635;
1717,9079589844;-144,0903625488;
1721,8687744141;-144,2788543701;
1725,8378906250;-144,1736297607;
1729,8160400391;-143,7945709229;
1733,8043212891;-143,3052062988;
1737,8009033203;-142,7207336426;
1741,8066406250;-142,3154296875;
1745,8225097656;-141,9197235107;
1749,8468017578;-141,6022644043;
1753,8803710938;-141,5039672852;
1757,9230957031;-141,7639007568;
1761,9761962891;-142,2371063232;
1766,0377197266;-142,9006042480;
1770,1085205078;-143,6575622559;
1774,1898193359;-144,4012451172;
1778,2794189453;-145,5222320557;
1782,3784179688;-146,5221862793;
1786,4879150391;-146,2189788818;
1790,6059570313;-144,8741912842;
1794,7333984375;-143,8095397949;
1798,8713378906;-143,0835418701;
1803,0179443359;-142,7733612061;
1807,1739501953;-142,4786682129;
1811,3397216797;-142,0716400146;
1815,5158691406;-141,8366699219;
1819,7008056641;-141,7865600586;
1823,8953857422;-141,9602661133;
1828,1005859375;-142,1690979004;
1832,3144531250;-142,4367065430;
1836,5380859375;-142,8589477539;
1840,7724609375;-143,4899902344;
1845,0155029297;-144,2061157227;
1849,2684326172;-144,2632293701;
1853,5311279297;-143,8795623779;
1857,8046875000;-143,3835296631;
1862,0870361328;-143,4098052979;
1866,3792724609;-143,7837829590;
1870,6824951172;-144,0693664551;
1874,9945068359;-143,6761322021;
1879,3165283203;-143,0854034424;
1883,6495361328;-142,6997985840;
1887,9914550781;-142,6439819336;
1892,3433837891;-142,8799285889;
1896,7064208984;-143,2037506104;
1901,0784912109;-143,4952392578;
1905,4605712891;-143,5511322021;
1909,8527832031;-143,5215759277;
1914,2562255859;-143,4392700195;
1918,6687011719;-143,1185913086;
1923,0914306641;-142,5893707275;
1927,5252685547;-142,3422698975;
1931,9683837891;-142,5632629395;
1936,4217529297;-143,5929107666;
1940,8863525391;-144,7628173828;
1945,3602294922;-144,8343505859;
1949,8444824219;-144,4636688232;
1954,3389892578;-144,3688354492;
1958,8449707031;-144,9436492920;
1963,3602294922;-145,5823822021;
1967,8858642578;-145,8043518066;
1972,4230957031;-145,2466278076;
1976,9696044922;-144,4771423340;
1981,5267333984;-144,1354522705;
1986,0953369141;-144,1787872314;
1990,6734619141;-144,3926086426;
1995,2620849609;-144,7589111328;
1999,8624267578;-145,2254943848;
2004,4722900391;-145,7518005371;
2009,0926513672;-145,9967803955;
2013,7237548828;-145,7729949951;
2018,3666992188;-144,8962097168;
2023,0191650391;-143,9874267578;
2027,6823730469;-143,4477691650;
2032,3574218750;-143,2321472168;
2037,0421142578;-143,1253509521;
2041,7376708984;-142,9404602051;
2046,4451904297;-142,6380004883;
2051,1623535156;-142,4517364502;
2055,8903808594;-142,5046997070;
2060,6293945313;-142,7914428711;
2065,3803710938;-143,1249694824;
2070,1413574219;-143,2305908203;
2074,9130859375;-143,1181793213;
2079,6970214844;-142,8295135498;
2084,4909667969;-142,6622467041;
2089,2958984375;-142,7476654053;
2094,1130371094;-142,9561920166;
2098,9399414063;-143,0982360840;
2103,7783203125;-143,2078247070;
2108,6276855469;-143,5336608887;
2113,4892578125;-144,1610260010;
2118,3610839844;-144,6369323730;
2123,2438964844;-144,7688903809;
2128,1394042969;-144,3194122314;
2133,0449218750;-143,3883514404;
2137,9616699219;-142,5565643311;
2142,8911132813;-142,2359008789;
2147,8305664063;-142,5018920898;
2152,7814941406;-143,1589202881;
2157,7448730469;-143,8652496338;
2162,7187500000;-144,3701782227;
