sep=;
6180,1625976563;-145,6552429199;
6194,4116210938;-145,6552429199;
6208,6899414063;-145,6624908447;
6223,0014648438;-145,6647644043;
6237,3496093750;-145,7020416260;
6251,7270507813;-145,7224884033;
6266,1376953125;-145,7313995361;
6280,5849609375;-145,7451477051;
6295,0620117188;-145,7958679199;
6309,5727539063;-145,8486785889;
6324,1201171875;-145,8908538818;
6338,6977539063;-145,8963928223;
6353,3090820313;-145,8973236084;
6367,9536132813;-145,9051208496;
6382,6357421875;-145,9120788574;
6397,3481445313;-145,9193725586;
6412,0947265625;-145,9355926514;
6426,8784179688;-145,9781341553;
6441,6928710938;-145,9983367920;
6456,5415039063;-146,0758514404;
6471,4277343750;-146,1149444580;
6486,3447265625;-146,2279510498;
6501,2963867188;-146,3396606445;
6516,2822265625;-146,3672180176;
6531,3061523438;-146,3833618164;
6546,3613281250;-146,4137420654;
6561,4511718750;-146,4137420654;
6576,5795898438;-146,4137420654;
6591,7392578125;-146,4137420654;
6606,9335937500;-146,4641571045;
6622,1665039063;-146,4665527344;
6637,4311523438;-146,4665527344;
6652,7309570313;-146,4665527344;
6668,0659179688;-146,4665527344;
6683,4399414063;-146,5330963135;
6698,8457031250;-146,5345611572;
6714,2871093750;-146,6124267578;
6729,7675781250;-146,6554870605;
6745,2802734375;-146,6806182861;
6760,8286132813;-146,6806182861;
6776,4165039063;-146,6806182861;
6792,0366210938;-146,6806182861;
6807,6928710938;-146,6806182861;
6823,3886718750;-146,6806182861;
6839,1171875000;-146,6124267578;
6854,8818359375;-146,5776824951;
6870,6826171875;-146,5345611572;
6886,5239257813;-146,5345611572;
6902,3979492188;-146,5345611572;
6918,3081054688;-146,5345611572;
6934,2592773438;-146,5345611572;
6950,2431640625;-146,5345611572;
6966,2641601563;-146,5776824951;
6982,3256835938;-146,6124267578;
6998,4204101563;-146,6187286377;
7014,5522460938;-146,6187286377;
7030,7211914063;-146,6187286377;
7046,9316406250;-146,6187286377;
7063,1752929688;-146,6124267578;
7079,4560546875;-146,5776824951;
7095,7788085938;-146,5345611572;
7112,1352539063;-146,5345611572;
7128,5292968750;-146,5776824951;
7144,9648437500;-146,5799560547;
7161,4345703125;-146,6187286377;
7177,9418945313;-146,6188964844;
7194,4916992188;-146,6311950684;
7211,0756835938;-146,6605224609;
7227,6972656250;-146,6984863281;
7244,3579101563;-146,7370147705;
7261,0605468750;-146,7370147705;
7277,7978515625;-146,7370147705;
7294,5737304688;-146,7370147705;
7311,3920898438;-146,8047637939;
7328,2456054688;-146,8304595947;
7345,1376953125;-146,8847961426;
7362,0727539063;-146,9091033936;
7379,0429687500;-146,9091033936;
7396,0522460938;-146,9577941895;
7413,1005859375;-146,9729309082;
7430,1923828125;-146,9729309082;
7447,3193359375;-146,9729309082;
7464,4858398438;-146,9729309082;
7481,6962890625;-146,9729309082;
7498,9418945313;-146,9729309082;
7516,2275390625;-146,9729309082;
7533,5571289063;-146,9892578125;
7550,9228515625;-147,0071258545;
7568,3281250000;-147,0129241943;
7585,7778320313;-147,0129241943;
7603,2636718750;-147,0071258545;
7620,7895507813;-146,9892578125;
7638,3559570313;-147,0071258545;
7655,9672851563;-147,0129241943;
7673,6147460938;-147,0217742920;
7691,3027343750;-147,0330810547;
7709,0361328125;-147,0645141602;
7726,8061523438;-147,0724182129;
7744,6166992188;-147,0839233398;
7762,4731445313;-147,1027679443;
7780,3662109375;-147,1027679443;
7798,3002929688;-147,1122589111;
7816,2758789063;-147,1270446777;
7834,2973632813;-147,2260131836;
7852,3559570313;-147,2445983887;
7870,4560546875;-147,2521209717;
7888,6025390625;-147,2521209717;
7906,7861328125;-147,2697296143;
7925,0122070313;-147,2738037109;
7943,2841796875;-147,2738037109;
7961,5937500000;-147,2738037109;
7979,9458007813;-147,2979583740;
7998,3447265625;-147,3638000488;
8016,7812500000;-147,3849792480;
8035,2607421875;-147,3908233643;
8053,7827148438;-147,4895782471;
8072,3515625000;-147,4937896729;
8090,9589843750;-147,5621795654;
8109,6088867188;-147,5849151611;
8128,3066406250;-147,5849151611;
8147,0429687500;-147,5621795654;
8165,8227539063;-147,4937896729;
8184,6499023438;-147,4937896729;
8203,5156250000;-147,4937896729;
8222,4257812500;-147,4937896729;
8241,3789062500;-147,4937896729;
8260,3808593750;-147,5621795654;
8279,4208984375;-147,5849151611;
8298,5058593750;-147,5857696533;
8317,6396484375;-147,6524047852;
8336,8115234375;-147,6621551514;
8356,0292968750;-147,6863555908;
8375,2949218750;-147,6863555908;
8394,6005859375;-147,6863555908;
8413,9501953125;-147,6863555908;
8433,3496093750;-147,6863555908;
8452,7890625000;-147,6863555908;
8472,2734375000;-147,6863555908;
8491,8027343750;-147,7259063721;
8511,3818359375;-147,7425384521;
8531,0009765625;-147,7510375977;
8550,6660156250;-147,7701721191;
8570,3798828125;-147,8126373291;
8590,1357421875;-147,8317871094;
8609,9365234375;-148,1290893555;
8629,7880859375;-148,2207336426;
8649,6796875000;-148,2207336426;
8669,6181640625;-148,2207336426;
8689,6025390625;-148,2207336426;
8709,6367187500;-148,2207336426;
8729,7128906250;-148,2207336426;
8749,8359375000;-148,2207336426;
8770,0097656250;-148,2947540283;
8790,2255859375;-148,3146667480;
8810,4873046875;-148,3228302002;
8830,8007812500;-148,3683166504;
8851,1562500000;-148,3790588379;
8871,5595703125;-148,4834594727;
8892,0087890625;-148,5002288818;
8912,5107421875;-148,5214843750;
8933,0546875000;-148,5214843750;
8953,6455078125;-148,5214843750;
8974,2890625000;-148,5539398193;
8994,9755859375;-148,5684661865;
9015,7099609375;-148,5684661865;
9036,4970703125;-148,5684661865;
9057,3261718750;-148,5797729492;
9078,2041015625;-148,6825561523;
9099,1347656250;-148,6967315674;
9120,1093750000;-148,7053070068;
9141,1318359375;-148,7655487061;
9162,2031250000;-148,7729492188;
9183,3271484375;-148,6967315674;
9204,4951171875;-148,6825561523;
9225,7128906250;-148,6967315674;
9246,9833984375;-148,7729492188;
9268,2988281250;-148,7872314453;
9289,6621093750;-148,7872314453;
9311,0810546875;-148,7872314453;
9332,5439453125;-148,7872314453;
9354,0556640625;-148,7872314453;
9375,6171875000;-148,7872314453;
9397,2343750000;-148,7872314453;
9418,8955078125;-148,7872314453;
9440,6064453125;-148,7872314453;
9462,3730468750;-148,7872314453;
9484,1845703125;-148,7872314453;
9506,0458984375;-148,8346557617;
9527,9638671875;-148,8346557617;
9549,9267578125;-148,7872314453;
9571,9394531250;-148,7729492188;
9594,0087890625;-148,7729492188;
9616,1240234375;-148,7729492188;
9638,2890625000;-148,7729492188;
9660,5068359375;-148,7872314453;
9682,7802734375;-148,8590240479;
9705,0996093750;-148,8883056641;
9727,4707031250;-148,9121551514;
9749,8984375000;-148,9121551514;
9772,3720703125;-148,9121551514;
9794,8984375000;-148,9121551514;
9817,4814453125;-148,9121551514;
9840,1113281250;-148,9121551514;
9862,7939453125;-148,9121551514;
9885,5283203125;-148,9121551514;
9908,3203125000;-148,9121551514;
9931,1601562500;-148,9121551514;
9954,0517578125;-149,2068939209;
9977,0019531250;-149,2645263672;
10000,0000000000;-149,3024291992;
10023,0507812500;-149,3024291992;
10046,1542968750;-149,3719329834;
10069,3115234375;-149,4078674316;
10092,5332031250;-149,4148254395;
10115,7968750000;-149,4151000977;
10139,1152343750;-149,4151000977;
10162,4863281250;-149,4151000977;
10185,9111328125;-149,4151000977;
10209,3906250000;-149,4173126221;
10232,9355468750;-149,4239959717;
10256,5234375000;-149,4292449951;
10280,1650390625;-149,4408721924;
10303,8613281250;-149,4618988037;
10327,6123046875;-149,4860076904;
10351,4189453125;-149,5080718994;
10375,2792968750;-149,5111694336;
10399,2060546875;-149,5540161133;
10423,1777343750;-149,5598907471;
10447,2031250000;-149,5598907471;
10471,2851562500;-149,5598907471;
10495,4218750000;-149,5598907471;
10519,6152343750;-149,5598907471;
10543,8632812500;-149,5598907471;
10568,1787109375;-149,5705108643;
10592,5400390625;-149,5707855225;
10616,9560546875;-149,5819854736;
10641,4287109375;-149,5979461670;
10665,9580078125;-149,6133728027;
10690,5439453125;-149,6133728027;
10715,1982421875;-149,6133728027;
10739,8974609375;-149,6133728027;
10764,6533203125;-149,6133728027;
10789,4667968750;-149,6133728027;
10814,3378906250;-149,6133728027;
10839,2656250000;-149,6133728027;
10864,2509765625;-149,6133728027;
10889,3056640625;-149,6133728027;
10914,4062500000;-149,6192626953;
10939,5644531250;-149,6337890625;
10964,7812500000;-149,6529998779;
10990,0556640625;-149,6596527100;
11015,3886718750;-149,6679687500;
11040,7919921875;-149,6832122803;
11066,2412109375;-149,7535247803;
11091,7500000000;-149,8289642334;
11117,3173828125;-149,8360595703;
11142,9433593750;-149,8620147705;
11168,6289062500;-149,8745117188;
11194,3730468750;-149,8745117188;
11220,1894531250;-149,8745117188;
11246,0527343750;-149,8745117188;
11271,9755859375;-149,8745117188;
11297,9580078125;-149,8745117188;
11324,0009765625;-149,8745117188;
11350,1035156250;-149,8745117188;
11376,2792968750;-149,8745117188;
11402,5019531250;-149,8745117188;
11428,7861328125;-149,8967285156;
11455,1298828125;-149,9006652832;
11481,5351562500;-149,9051208496;
11508,0000000000;-149,9146423340;
11534,5273437500;-149,9553833008;
11561,1279296875;-149,9959869385;
11587,7773437500;-150,0111083984;
11614,4873046875;-150,0111083984;
11641,2597656250;-150,0111083984;
11668,0937500000;-150,0111083984;
11694,9892578125;-150,0111083984;
11721,9472656250;-150,0111083984;
11748,9804687500;-150,0111083984;
11776,0625000000;-150,0111083984;
11803,2070312500;-150,0111083984;
11830,4140625000;-150,0111083984;
11857,6845703125;-150,0111083984;
11885,0166015625;-150,0111083984;
11912,4257812500;-150,0705718994;
11939,8847656250;-150,2796630859;
11967,4072265625;-150,4842376709;
11994,9931640625;-150,5052032471;
12022,6425781250;-150,5087585449;
12050,3554687500;-150,5132751465;
12078,1318359375;-150,5802154541;
12105,9863281250;-150,6261901855;
12133,8916015625;-150,6421203613;
12161,8613281250;-150,6623535156;
12189,8955078125;-150,7310791016;
12217,9931640625;-150,7314300537;
12246,1572265625;-150,7602996826;
12274,3984375000;-150,7919921875;
12302,6923828125;-150,8902130127;
12331,0507812500;-150,9463043213;
12359,4746093750;-150,9527435303;
12387,9638671875;-150,9533386230;
12416,5195312500;-150,9642486572;
12445,1396484375;-150,9747467041;
12473,8408203125;-151,0724029541;
12502,5937500000;-151,0841674805;
12531,4130859375;-151,0843200684;
12560,2988281250;-151,1152648926;
12589,2509765625;-151,1268005371;
12618,2705078125;-151,1899108887;
12647,3701171875;-151,2154693604;
12676,5234375000;-151,2736206055;
12705,7441406250;-151,3116607666;
12735,0312500000;-151,3393554688;
12764,3867187500;-151,3455352783;
12793,8095703125;-151,3703460693;
12823,2998046875;-151,3703460693;
12852,8730468750;-151,3703460693;
12882,4990234375;-151,3703460693;
12912,1943359375;-151,3703460693;
12941,9580078125;-151,3703460693;
12971,7900390625;-151,3703460693;
13001,6914062500;-151,3703460693;
13031,6611328125;-151,3728027344;
13061,7138671875;-151,3728027344;
13091,8222656250;-151,3728027344;
13122,0000000000;-151,3728027344;
13152,2470703125;-151,3728027344;
13182,5634765625;-151,3728027344;
13212,9501953125;-151,3728027344;
13243,4218750000;-151,3729400635;
13273,9492187500;-151,3950958252;
13304,5468750000;-151,4159393311;
13335,2138671875;-151,4206390381;
13365,9531250000;-151,4603881836;
13396,7626953125;-151,5161743164;
13427,6425781250;-151,5251312256;
13458,6093750000;-151,5352935791;
13489,6328125000;-151,6114807129;
13520,7265625000;-151,6192169189;
13551,8935546875;-151,6485137939;
13583,1308593750;-151,6856231689;
13614,4414062500;-151,6856231689;
13645,8388671875;-151,6856231689;
13677,2929687500;-151,7316589355;
13708,8203125000;-151,7743988037;
13740,4199218750;-151,8452301025;
13772,0927734375;-152,0124816895;
13803,8388671875;-152,2155609131;
13835,6572265625;-152,2155609131;
13867,5644531250;-152,2155609131;
13899,5302734375;-152,2155609131;
13931,5693359375;-152,2155609131;
13963,6826171875;-152,2155609131;
13995,8701171875;-152,2155609131;
14028,1318359375;-152,2155609131;
14060,4677734375;-152,2155609131;
14092,8935546875;-152,2155609131;
14125,3789062500;-152,2155609131;
14157,9384765625;-152,2155609131;
14190,5732421875;-152,2155609131;
14223,2841796875;-152,2155609131;
14256,0693359375;-152,2834320068;
14288,9462890625;-152,3380126953;
14321,8837890625;-152,3408660889;
14354,8964843750;-152,3625640869;
14387,9853515625;-152,3697662354;
14421,1503906250;-152,3759613037;
14454,3925781250;-152,3759613037;
14487,7109375000;-152,3697662354;
14521,1220703125;-152,3625640869;
14554,5947265625;-152,3625640869;
14588,1435546875;-152,3625640869;
14621,7705078125;-152,3625640869;
14655,4746093750;-152,3625640869;
14689,2568359375;-152,3625640869;
14723,1328125000;-152,3625640869;
14757,0703125000;-152,3625640869;
14791,0869140625;-152,3697662354;
14825,1806640625;-152,3820343018;
14859,3544921875;-152,3820343018;
14893,6054687500;-152,3820343018;
14927,9365234375;-152,4385070801;
14962,3632812500;-152,4430999756;
14996,8525390625;-152,4438171387;
15031,4208984375;-152,4772949219;
15066,0693359375;-152,5309448242;
15100,7978515625;-152,5309448242;
15135,6064453125;-152,5309448242;
15170,5117187500;-152,5309448242;
15205,4804687500;-152,5309448242;
15240,5302734375;-152,5482330322;
15275,6611328125;-152,5614013672;
15310,8730468750;-152,5980377197;
15346,1650390625;-152,6283416748;
15381,5390625000;-152,6416473389;
15417,0117187500;-152,6430511475;
15452,5488281250;-152,6452789307;
15488,1679687500;-152,6452789307;
15523,8691406250;-152,6452789307;
15559,6533203125;-152,6452789307;
15595,5195312500;-152,6452789307;
15631,4677734375;-152,6735534668;
15667,5166015625;-152,6817169189;
15703,6318359375;-152,7510833740;
15739,8300781250;-152,7677459717;
15776,1113281250;-152,7766113281;
15812,4765625000;-152,7766113281;
15848,9248046875;-152,7766113281;
15885,4755859375;-152,7766113281;
15922,0927734375;-152,7766113281;
15958,7939453125;-152,7766113281;
15995,5800781250;-152,7766113281;
16032,4511718750;-152,7766113281;
16069,4072265625;-152,7766113281;
16106,4482421875;-152,9390411377;
16143,5927734375;-152,9640045166;
16180,8046875000;-153,0680389404;
16218,1025390625;-153,0680389404;
16255,4863281250;-153,0741424561;
16292,9560546875;-153,2098693848;
16330,5126953125;-153,2132873535;
16368,1738281250;-153,2527313232;
16405,9042968750;-153,2809295654;
16443,7207031250;-153,2962188721;
16481,6250000000;-153,3020782471;
16519,6152343750;-153,3122100830;
16557,6953125000;-153,3392791748;
16595,8613281250;-153,3839263916;
16634,1347656250;-153,3839263916;
16672,4765625000;-153,3839263916;
16710,9082031250;-153,4405517578;
16749,4277343750;-153,4574890137;
16788,0371093750;-153,4786682129;
16826,7343750000;-153,5157165527;
16865,5390625000;-153,5787811279;
16904,4160156250;-153,6166992188;
16943,3808593750;-153,6345825195;
16982,4375000000;-153,6415710449;
17021,5820312500;-153,6415710449;
17060,8183593750;-153,7276306152;
17100,1445312500;-153,7276306152;
17139,5820312500;-153,7429962158;
17179,0898437500;-153,8081970215;
17218,6875000000;-153,8500061035;
17258,3789062500;-153,8500061035;
17298,1601562500;-153,8500061035;
17338,0332031250;-153,8500061035;
17378,0000000000;-153,8500061035;
17418,0761718750;-153,8500061035;
17458,2265625000;-153,8818664551;
17498,4687500000;-153,9313201904;
17538,8027343750;-153,9313201904;
17579,2324218750;-153,9313201904;
17619,7519531250;-153,9313201904;
17660,3867187500;-153,8818664551;
17701,0957031250;-153,8500061035;
17741,8984375000;-153,8106231689;
17782,7949218750;-153,8081970215;
17823,7851562500;-153,8081970215;
17864,8691406250;-153,8081970215;
17906,0488281250;-153,8081970215;
17947,3437500000;-153,8106231689;
17988,7148437500;-153,8500061035;
18030,1796875000;-153,8818664551;
18071,7402343750;-153,9313201904;
18113,3964843750;-153,9434204102;
18155,1484375000;-153,9434204102;
18197,0175781250;-153,9434204102;
18238,9628906250;-153,9434204102;
18281,0058593750;-153,9434204102;
18323,1445312500;-153,9434204102;
18365,3808593750;-153,9624328613;
18407,7148437500;-154,1701507568;
18450,1445312500;-154,1701507568;
18492,6953125000;-154,1701507568;
18535,3222656250;-153,9624328613;
18578,0468750000;-153,9624328613;
18620,8710937500;-153,9624328613;
18663,7929687500;-153,9762573242;
18706,8144531250;-154,1701507568;
18749,9355468750;-154,1773681641;
18793,1757812500;-154,2193908691;
18836,4941406250;-154,2786102295;
18879,9140625000;-154,4136505127;
18923,4335937500;-154,5527648926;
18967,0546875000;-154,6827850342;
19010,7734375000;-154,6889190674;
19054,6171875000;-154,7032775879;
19098,5390625000;-154,7239227295;
19142,5625000000;-154,7947540283;
19186,6875000000;-155,0951385498;
19230,9140625000;-155,0951385498;
19275,2421875000;-155,0951385498;
19319,6738281250;-155,0951385498;
19364,2285156250;-155,0951385498;
19408,8632812500;-155,0951385498;
19453,6015625000;-155,0951385498;
19498,4433593750;-155,0951385498;
19543,3886718750;-155,0951385498;
19588,4375000000;-155,0951385498;
19633,6132812500;-155,0951385498;
19678,8691406250;-154,8256835938;
19724,2304687500;-154,7239227295;
19769,6972656250;-154,6827850342;
19815,2675781250;-154,6219635010;
19860,9433593750;-154,6219635010;
19906,7226562500;-154,6219635010;
19952,6328125000;-154,7239227295;
19998,6250000000;-154,8256835938;
20044,7226562500;-155,1053161621;
20090,9277343750;-155,1702423096;
20137,2382812500;-155,2332153320;
20183,6562500000;-155,2382049561;
20230,2031250000;-155,2382049561;
20276,8339843750;-155,2382049561;
20323,5742187500;-155,2332153320;
20370,4218750000;-155,1702423096;
20417,3769531250;-155,1053161621;
20464,4394531250;-155,1053161621;
20511,6113281250;-155,1053161621;
20558,9160156250;-155,1053161621;
20606,3046875000;-155,1053161621;
20653,8046875000;-155,0009613037;
20701,4121093750;-154,9507446289;
20749,1308593750;-154,8256835938;
20796,9589843750;-154,7102661133;
20844,8984375000;-154,6219635010;
20892,9687500000;-154,7102661133;
20941,1289062500;-154,8491668701;
20989,4003906250;-154,9426879883;
21037,7812500000;-154,9507446289;
21086,2753906250;-154,9981536865;
21134,8808593750;-155,0009613037;
21183,6210937500;-155,1053161621;
21232,4511718750;-155,2546081543;
21281,3945312500;-155,3423767090;
21330,4492187500;-155,3529968262;
21379,6171875000;-155,3679504395;
21428,8984375000;-155,4076995850;
21478,2929687500;-155,4848937988;
21527,8261718750;-155,5985717773;
21577,4492187500;-155,5985717773;
21627,1875000000;-155,5985717773;
21677,0390625000;-155,5985717773;
21727,0058593750;-155,5985717773;
21777,0878906250;-155,3423767090;
21827,3105468750;-155,2546081543;
21877,6230468750;-155,0009613037;
21928,0527343750;-154,9981536865;
21978,5996093750;-154,9981536865;
22029,2617187500;-155,0009613037;
22080,0410156250;-155,3370666504;
22130,9355468750;-155,3370666504;
22181,9746093750;-155,1024932861;
22233,1054687500;-154,9981536865;
22284,3535156250;-154,9507446289;
22335,7207031250;-154,9426879883;
22387,2070312500;-154,9426879883;
22438,8105468750;-154,9734191895;
22490,5585937500;-154,9981536865;
22542,4003906250;-155,1024932861;
22594,3632812500;-155,2975158691;
22646,4433593750;-155,3370666504;
22698,6464843750;-155,3423767090;
22750,9667968750;-155,3903503418;
22803,4101562500;-155,4462280273;
22855,9980468750;-155,4462280273;
22908,6835937500;-155,4462280273;
22961,4902343750;-155,4462280273;
23014,4179687500;-155,4462280273;
23067,4667968750;-155,3903503418;
23120,6386718750;-155,3370666504;
23173,9335937500;-155,2975158691;
23227,3769531250;-155,2738342285;
23280,9179687500;-155,1024932861;
23334,5820312500;-154,9734191895;
23388,3710937500;-155,1024932861;
23442,2812500000;-155,1796569824;
23496,3183593750;-155,2738342285;
23550,5039062500;-155,2975158691;
23604,7910156250;-155,3370666504;
23659,2011718750;-155,3903503418;
23713,7363281250;-155,4462280273;
23768,3984375000;-155,5255737305;
23823,1875000000;-155,6338958740;
23878,1015625000;-155,8287506104;
23933,1679687500;-155,8710784912;
23988,3359375000;-155,9164581299;
24043,6308593750;-155,9164581299;
24099,0527343750;-155,9164581299;
24154,6035156250;-155,9164581299;
24210,2812500000;-155,9164581299;
24266,1132812500;-155,9164581299;
24322,0488281250;-156,0479431152;
24378,1132812500;-156,0493927002;
24434,3066406250;-156,0900573730;
24490,6289062500;-156,0900573730;
24547,0820312500;-156,0900573730;
24603,6640625000;-156,0900573730;
24660,4042968750;-156,0900573730;
24717,2480468750;-156,0900573730;
24774,2226562500;-156,0900573730;
24831,3300781250;-156,0900573730;
24888,5683593750;-156,0900573730;
24945,9375000000;-156,0989990234;
25003,4394531250;-156,1443939209;
25061,1015625000;-156,2057800293;
25118,8691406250;-156,2057800293;
25176,7714843750;-156,2057800293;
25234,8046875000;-156,2057800293;
25292,9726562500;-156,2057800293;
25351,2753906250;-156,2057800293;
25409,7402343750;-156,2057800293;
25468,3105468750;-156,2057800293;
25527,0175781250;-156,3724060059;
25585,8593750000;-156,5982666016;
25644,8359375000;-156,6807708740;
25703,9492187500;-156,7398834229;
25763,1972656250;-156,7943115234;
25822,6132812500;-156,7943115234;
25882,1347656250;-156,7943115234;
25941,7949218750;-156,7943115234;
26001,5937500000;-156,8716430664;
26061,5292968750;-157,0501708984;
26121,6015625000;-157,0888824463;
26181,8437500000;-157,1531677246;
26242,1953125000;-157,3133544922;
26302,6835937500;-157,3133544922;
26363,3144531250;-157,3133544922;
26424,0839843750;-157,1531677246;
26484,9921875000;-157,0888824463;
26546,0429687500;-157,0888824463;
26607,2617187500;-157,0501708984;
26668,5937500000;-157,0501708984;
26730,0664062500;-157,0888824463;
26791,6816406250;-157,1531677246;
26853,4375000000;-157,1531677246;
26915,3378906250;-157,1531677246;
26977,4082031250;-157,1531677246;
27039,5937500000;-157,0888824463;
27101,9218750000;-156,9781036377;
27164,3945312500;-156,9781036377;
27227,0097656250;-156,9781036377;
27289,7695312500;-156,9781036377;
27352,6738281250;-156,9781036377;
27415,7539062500;-156,9781036377;
27478,9492187500;-156,9781036377;
27542,2910156250;-156,9781036377;
27605,7773437500;-156,9781036377;
27669,4101562500;-156,9781036377;
27733,1914062500;-156,7943115234;
27797,1171875000;-156,7117156982;
27861,2226562500;-156,6991577148;
27925,4453125000;-156,6991577148;
27989,8144531250;-156,6991577148;
28054,3339843750;-156,6991577148;
28119,0000000000;-156,6991577148;
28183,8164062500;-156,6991577148;
28248,8144531250;-156,6991577148;
28313,9296875000;-156,6991577148;
28379,1953125000;-156,6991577148;
28444,6113281250;-156,6991577148;
28510,1777343750;-156,7117156982;
28575,8964843750;-156,7683715820;
28641,7656250000;-156,8171691895;
28707,8183593750;-156,9781036377;
28773,9921875000;-156,9781036377;
28840,3183593750;-157,3368225098;
28906,7968750000;-157,4968414307;
28973,4296875000;-157,4968414307;
29040,2148437500;-157,4968414307;
29107,1855468750;-157,4968414307;
29174,2812500000;-157,4968414307;
29241,5292968750;-157,4968414307;
29308,9335937500;-157,4968414307;
29376,4921875000;-157,4968414307;
29444,2070312500;-157,4968414307;
29512,0781250000;-157,4968414307;
29580,1386718750;-157,4968414307;
29648,3222656250;-157,4968414307;
29716,6640625000;-157,4968414307;
29785,1621093750;-157,4968414307;
29853,8203125000;-157,4968414307;
29922,6347656250;-157,4968414307;
29991,6406250000;-157,4968414307;
30060,7734375000;-157,5531768799;
30130,0664062500;-157,6162719727;
30199,5175781250;-157,6208801270;
30269,1308593750;-157,6474151611;
30338,9023437500;-157,6474151611;
30408,8359375000;-157,6474151611;
30478,9648437500;-157,6474151611;
30549,2207031250;-157,9934082031;
30619,6386718750;-158,0845184326;
30690,2187500000;-158,0845184326;
30760,9628906250;-158,0845184326;
30831,8691406250;-158,1364746094;
30902,9375000000;-158,3194885254;
30974,2050781250;-158,6306457520;
31045,6035156250;-158,6306457520;
31117,1660156250;-158,6306457520;
31188,8925781250;-158,5967102051;
31260,7851562500;-158,2602233887;
31332,8437500000;-158,1364746094;
31405,1035156250;-158,0845184326;
31477,4941406250;-158,0543823242;
31550,0507812500;-158,0076293945;
31622,7773437500;-158,0043487549;
31695,6699218750;-158,0043487549;
31768,7304687500;-158,0043487549;
31841,9589843750;-158,0043487549;
31915,3925781250;-158,0043487549;
31988,9589843750;-158,0043487549;
32062,6972656250;-158,0043487549;
32136,6035156250;-158,0043487549;
32210,6796875000;-158,0043487549;
32284,9277343750;-158,0043487549;
32359,3828125000;-158,0043487549;
32433,9726562500;-158,0043487549;
32508,7363281250;-158,0043487549;
32583,6718750000;-158,0043487549;
32658,7792968750;-157,9723510742;
32734,0585937500;-157,9693908691;
32809,5156250000;-157,8966674805;
32885,1796875000;-157,8377075195;
32960,9804687500;-157,8377075195;
33036,9570312500;-157,8377075195;
33113,1093750000;-157,8377075195;
33189,4375000000;-157,8377075195;
33265,9414062500;-157,7060546875;
33342,6250000000;-157,7014160156;
33419,5156250000;-157,6601562500;
33496,5507812500;-157,5425262451;
33573,7617187500;-157,4172363281;
33651,1523437500;-157,3715057373;
33728,7226562500;-157,3620147705;
33806,4687500000;-157,3620147705;
33884,4335937500;-157,3620147705;
33962,5390625000;-157,3620147705;
34040,8242187500;-157,3620147705;
34119,2890625000;-157,3620147705;
34197,9375000000;-157,3620147705;
34276,7656250000;-157,3620147705;
34355,7773437500;-157,3620147705;
34435,0078125000;-157,3620147705;
34514,3828125000;-157,3620147705;
34593,9414062500;-157,3620147705;
34673,6835937500;-157,3620147705;
34753,6054687500;-157,3620147705;
34833,7187500000;-157,3620147705;
34914,0507812500;-157,3620147705;
34994,5273437500;-157,3620147705;
35075,1953125000;-157,3620147705;
35156,0429687500;-157,4172363281;
35237,0820312500;-157,5289459229;
35318,3046875000;-157,5425262451;
35399,7148437500;-157,6137847900;
35481,3554687500;-157,6219787598;
35563,1406250000;-157,6219787598;
35645,1171875000;-157,6219787598;
35727,2812500000;-157,6219787598;
35809,6367187500;-157,6219787598;
35892,1796875000;-157,6219787598;
35974,9531250000;-157,6219787598;
36057,8789062500;-157,6219787598;
36140,9921875000;-157,8542785645;
36224,3007812500;-157,9781494141;
36307,8007812500;-158,0389709473;
36391,4921875000;-158,2265319824;
36475,3789062500;-158,2988128662;
36559,4960937500;-158,3631591797;
36643,7695312500;-158,4969329834;
36728,2343750000;-158,5229949951;
36812,8945312500;-158,5305786133;
36897,7539062500;-158,5305786133;
36982,8046875000;-158,5305786133;
37068,0507812500;-158,5305786133;
37153,5390625000;-158,5305786133;
37239,1796875000;-158,5355377197;
37325,0195312500;-158,6204681396;
37411,0546875000;-158,7418518066;
37497,2890625000;-158,7418518066;
37583,7226562500;-158,7418518066;
37670,3984375000;-158,7418518066;
37757,2304687500;-158,7418518066;
37844,2656250000;-158,7418518066;
37931,5000000000;-158,7418518066;
38018,9335937500;-158,7418518066;
38106,5703125000;-158,7418518066;
38194,4062500000;-158,7418518066;
38282,4921875000;-158,7418518066;
38370,7343750000;-158,7418518066;
38459,1796875000;-158,7348937988;
38547,8320312500;-158,6436462402;
38636,6875000000;-158,6204681396;
38725,7500000000;-158,5611724854;
38815,0585937500;-158,5355377197;
38904,5273437500;-158,4946136475;
38994,2070312500;-158,4688262939;
39084,0898437500;-158,4108276367;
39174,1835937500;-158,3385925293;
39264,4804687500;-158,3268280029;
39354,9882812500;-158,3251495361;
39445,7460937500;-158,3212127686;
39536,6718750000;-158,2795410156;
39627,8085937500;-158,2755889893;
39719,1523437500;-158,1146545410;
39810,7070312500;-158,1038055420;
39902,4765625000;-157,9963073730;
39994,4960937500;-157,9963073730;
40086,6875000000;-157,9963073730;
40179,0898437500;-157,9963073730;
40271,7070312500;-157,9963073730;
40364,5351562500;-157,9787139893;
40457,5781250000;-157,9774017334;
40550,8359375000;-157,8373260498;
40644,3515625000;-157,8045654297;
40738,0390625000;-157,7944793701;
40831,9453125000;-157,5648345947;
40926,0664062500;-157,5566711426;
41020,4023437500;-157,5368652344;
